"id","timestamp","temperature","humidity","light","pm2_5","frc","current_speed","free_flow_speed","current_travel_time","free_flow_travel_time","confidence"
"203","2025-04-03 19:50:24","32","65","86.55","37","FRC2","52","65","546","437","1"
"204","2025-04-03 19:55:24","32","65","86.48","37","FRC2","66","66","430","430","1"
"205","2025-04-03 20:05:25","32","65","86.13","39","FRC2","54","65","526","437","1"
"206","2025-04-03 20:10:25","32","65","85.91","38","FRC2","66","66","430","430","1"
"207","2025-04-03 20:15:25","32","65","86.13","38","FRC2","52","66","546","430","1"
"208","2025-04-03 20:20:25","32","65","86.2","39","FRC2","66","66","430","430","1"
"209","2025-04-04 00:32:32","28","76","92.38","17","FRC2","66","66","430","430","1"
"210","2025-04-04 00:37:32","29","75","85.07","17","FRC2","66","66","430","430","1"
"211","2025-04-04 00:42:33","30","69","85.14","16","FRC2","66","66","430","430","1"
"212","2025-04-04 00:47:33","30","68","84.86","16","FRC2","66","66","430","430","1"
"213","2025-04-04 00:52:33","30","68","85.28","15","FRC2","66","66","430","430","1"
"214","2025-04-04 00:57:34","30","68","85.7","15","FRC2","66","66","430","430","1"
"215","2025-04-04 01:02:34","31","69","84.86","13","FRC2","66","66","430","430","1"
"216","2025-04-04 01:07:34","30","68","85.07","13","FRC2","66","66","430","430","1"
"217","2025-04-04 01:12:34","31","69","85","15","FRC2","66","66","430","430","1"
"218","2025-04-04 01:27:16","31","69","84.71","12","FRC2","66","66","430","430","1"
"219","2025-04-04 01:32:17","30","69","84.79","12","FRC2","66","66","430","430","1"
"220","2025-04-04 01:37:17","30","69","85.07","12","FRC2","66","66","430","430","1"
"221","2025-04-04 01:42:17","30","69","84.79","12","FRC2","66","66","430","430","1"
"222","2025-04-04 01:47:18","30","69","84.79","13","FRC2","66","66","430","430","1"
"223","2025-04-04 01:52:18","30","69","84.86","13","FRC2","66","66","430","430","1"
"224","2025-04-04 01:57:18","30","69","84.71","14","FRC2","66","66","430","430","1"
"225","2025-04-04 02:02:18","30","69","84.71","14","FRC2","66","66","430","430","1"
"226","2025-04-04 02:07:19","30","69","84.5","15","FRC2","66","66","430","430","1"
"227","2025-04-04 02:24:06","30","70","86.2","11","FRC2","66","66","430","430","1"
"228","2025-04-04 02:29:06","30","69","85.56","11","FRC2","66","66","430","430","1"
"229","2025-04-04 02:34:07","30","70","85.91","11","FRC2","66","66","430","430","1"
"230","2025-04-04 07:12:48","28","77","202.46","26","FRC2","49","65","579","437","1"
"231","2025-04-04 07:30:03","30","68","332.75","17","FRC2","44","65","645","437","1"
"232","2025-04-04 07:35:04","30","70","374.62","18","FRC2","42","65","676","437","1"
"233","2025-04-04 07:40:04","30","72","467.37","19","FRC2","40","65","710","437","1"
"234","2025-04-04 07:45:04","30","71","536.08","20","FRC2","42","66","676","430","1"
"235","2025-04-04 07:50:05","30","69","587.54","20","FRC2","42","65","676","437","1"
"236","2025-04-04 07:55:05","30","68","603.63","21","FRC2","43","66","660","430","1"
"237","2025-04-04 08:00:05","30","68","658.96","21","FRC2","43","66","660","430","1"
"238","2025-04-04 08:05:05","30","68","677.12","21","FRC2","42","65","676","437","1"
"239","2025-04-04 08:25:38","30","68","727.5","18","FRC2","40","65","710","437","1"
"240","2025-04-04 08:30:38","30","68","798.08","18","FRC2","39","65","728","437","1"
"241","2025-04-04 08:35:39","31","69","796.43","18","FRC2","38","64","747","443","1"
"242","2025-04-04 08:40:39","31","69","822.08","20","FRC2","41","66","692","430","1"
"243","2025-04-04 08:45:39","31","69","875.16","20","FRC2","39","65","728","437","1"
"244","2025-04-04 08:50:39","31","68","857.29","19","FRC2","38","66","747","430","1"
"245","2025-04-04 08:55:40","31","69","842.07","19","FRC2","39","65","728","437","1"
"246","2025-04-04 09:00:40","31","68","859.24","18","FRC2","40","66","710","430","1"
"247","2025-04-04 09:05:40","31","68","877.19","18","FRC2","41","66","692","430","1"
"248","2025-04-04 09:10:40","31","68","891.74","18","FRC2","42","65","676","437","1"
"249","2025-04-04 09:30:17","32","67","981.1","12","FRC2","42","65","676","437","1"
"250","2025-04-04 09:35:17","32","66","895.99","11","FRC2","41","66","692","430","1"
"251","2025-04-04 09:40:17","32","66","883.36","11","FRC2","41","65","692","437","1"
"252","2025-04-04 09:45:18","32","66","857.29","13","FRC2","43","65","660","437","1"
"253","2025-04-04 09:50:18","32","65","869.11","13","FRC2","43","65","660","437","1"
"254","2025-04-04 09:55:18","32","65","965.68","13","FRC2","45","65","631","437","1"
"255","2025-04-04 10:05:19","32","64","1117.2","13","FRC2","45","65","631","437","1"
"256","2025-04-04 10:10:19","32","64","1106.8","13","FRC2","44","65","645","437","1"
"257","2025-04-04 10:29:02","33","64","1164.94","17","FRC2","43","66","660","430","1"
"258","2025-04-04 10:34:02","33","63","1275.99","17","FRC2","43","65","660","437","1"
"259","2025-04-04 16:21:52","32","64","104.05","24","FRC2","35","65","811","437","1"
"260","2025-04-04 16:26:52","32","64","109.02","24","FRC2","35","66","811","430","1"
"261","2025-04-04 16:31:52","32","63","110.87","26","FRC2","34","66","835","430","1"
"262","2025-04-04 16:36:52","33","64","110.87","26","FRC2","30","65","946","437","1"
"263","2025-04-04 16:41:53","33","64","111.68","26","FRC2","31","65","916","437","1"
"264","2025-04-04 16:46:53","33","63","111.68","26","FRC2","29","65","979","437","1"
"265","2025-04-04 16:51:53","33","63","111.76","27","FRC2","29","65","979","437","1"
"266","2025-04-04 16:56:54","33","63","107.19","27","FRC2","27","65","1052","437","1"
"267","2025-04-04 17:01:54","33","63","108.22","28","FRC2","27","66","1052","430","1"
"268","2025-04-04 17:20:14","33","64","106.96","31","FRC2","23","65","1235","437","1"
"269","2025-04-04 17:25:14","33","64","106.64","32","FRC2","24","65","1183","437","1"
"270","2025-04-04 17:30:15","33","64","105.69","32","FRC2","27","66","1052","430","1"
"271","2025-04-04 17:35:15","33","65","105.15","32","FRC2","25","66","1136","430","1"
"272","2025-04-04 17:40:15","33","65","103.12","32","FRC2","25","65","1136","437","1"
"273","2025-04-04 17:45:15","33","65","101.97","31","FRC2","24","66","1183","430","1"
"274","2025-04-04 17:50:16","32","64","99.67","29","FRC2","25","65","1136","437","1"
"275","2025-04-04 18:00:38","32","65","97.26","30","FRC2","24","65","1183","437","1"
"276","2025-04-04 18:05:38","32","66","94.73","30","FRC2","23","63","1235","450","1"
"277","2025-04-04 18:10:39","32","66","93.19","30","FRC2","24","67","1183","424","1"
"278","2025-04-04 18:15:39","32","65","92.16","30","FRC2","24","65","1183","437","1"
"279","2025-04-04 18:20:39","32","66","91.14","30","FRC2","24","65","1183","437","1"
"280","2025-04-04 18:25:40","32","67","90.56","30","FRC2","23","66","1235","430","1"
"281","2025-04-04 18:30:40","32","67","90.06","30","FRC2","23","65","1235","437","1"
"282","2025-04-04 18:35:40","32","67","99.52","30","FRC2","24","65","1183","437","1"
"283","2025-04-04 18:40:40","32","66","98.46","30","FRC2","24","67","1183","424","1"
"284","2025-04-04 18:57:11","32","67","98.24","20","FRC2","27","65","1052","437","1"
"285","2025-04-04 19:02:11","32","67","98.24","20","FRC2","26","65","1092","437","1"
"286","2025-04-04 19:07:12","32","68","98.39","19","FRC2","29","65","979","437","1"
"287","2025-04-04 19:12:12","32","68","98.24","19","FRC2","25","65","1136","437","1"
"288","2025-04-04 19:17:12","32","69","98.46","19","FRC2","26","65","1092","437","1"
"289","2025-04-04 19:22:12","32","69","97.86","19","FRC2","23","66","1235","430","1"
"290","2025-04-05 00:15:23","30","73","90.06","14","FRC2","66","66","430","430","1"
"291","2025-04-05 00:20:23","30","72","85.84","15","FRC2","66","66","430","430","1"
"292","2025-04-05 00:25:24","30","71","85.14","15","FRC2","66","66","430","430","1"
"293","2025-04-05 00:30:24","30","71","85.07","15","FRC2","66","66","430","430","1"
"294","2025-04-05 00:35:24","30","71","84.79","15","FRC2","66","66","430","430","1"
"295","2025-04-05 00:40:25","30","71","84.79","15","FRC2","66","66","430","430","1"
"296","2025-04-05 00:45:25","30","72","84.71","15","FRC2","66","66","430","430","1"
"297","2025-04-05 00:50:25","30","72","84.86","15","FRC2","66","66","430","430","1"
"298","2025-04-05 00:55:25","30","72","85","15","FRC2","66","66","430","430","1"
"299","2025-04-05 01:09:46","30","73","84.86","9","FRC2","66","66","430","430","1"
"300","2025-04-05 01:14:47","30","73","84.64","9","FRC2","66","66","430","430","1"
"301","2025-04-05 01:19:47","30","73","85","9","FRC2","66","66","430","430","1"
"302","2025-04-05 01:24:47","30","73","84.79","10","FRC2","66","66","430","430","1"
"303","2025-04-05 01:29:47","30","73","84.64","10","FRC2","66","66","430","430","1"
"304","2025-04-05 01:34:48","30","74","84.93","10","FRC2","66","66","430","430","1"
"305","2025-04-05 01:39:48","30","74","85","10","FRC2","66","66","430","430","1"
"306","2025-04-05 01:44:48","30","74","84.79","10","FRC2","66","66","430","430","1"
"307","2025-04-05 01:49:49","30","74","84.79","11","FRC2","66","66","430","430","1"
